bin	bin_all_R1_A_D1_MG_per	bin_all_R1_B_D1_MG_per	bin_all_R2_A_D1_MG_per	bin_all_R2_B_D1_MG_per	bin_all_R2_C_D1_MG_per	bin_all_R1_A_D2_MG_per	bin_all_R1_B_D2_MG_per	bin_all_R1_C_D2_MG_per	bin_all_R2_B_D2_MG_per	bin_all_R1_A_H2O_MG_per	bin_all_R1_B_H2O_MG_per	bin_all_R2_B_H2O_MG_per	bin_all_R2_C_H2O_MG_per	bin_all_R2_restored_C_black_MG_per	bin_all_R2_restored_D_shore_MG_per	bin_all_R2_restored_H2O_MG_per	bin_all_R2A_A_D1_MG_per	bin_all_R2A_B_D1_MG_per	bin_all_R2A_C_D1_MG_per	bin_all_R2A_A_D2_MG_per	bin_all_R2A_B_D2_MG_per	bin_all_R2A_C_D2_MG_per	bin_all_R2A_A_H2O_MG_per	bin_all_R2A_B_H2O_MG_per	bin_all_R2A_C_H2O_MG_per	bin_all_SF2_B_D1_MG_per	bin_all_SF2_C_D1_MG_per	bin_all_SF2_A_D2_MG_per	bin_all_SF2_B_D2_MG_per	bin_all_SF2_C_D2_MG_per	bin_all_SF2_A_H2O_MG_per	bin_all_SF2_B_H2O_MG_per	bin_all_SF2_C_H2O_MG_per
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.20.contigs	0	0	0	0	0	0	0	0	4.70325E-07	6.28416E-07	6.00919E-07	0	0	0	0	5.20717E-06	8.31788E-06	1.85553E-05	0	8.57478E-06	0	0	0.005389256	0.00495862	0.004515031	2.88411E-05	3.08417E-05	4.41664E-05	2.57894E-05	4.74489E-06	0.000814475	0.001397099	0.001484071
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.11.contigs	0	0	0	0	0	0	0	0	0	6.28416E-07	0	0	0	0	0	2.74062E-07	0	0	0	0	0	0	0.001192493	0.001733569	0.001062491	7.21027E-06	5.14028E-06	0	0	0	0.008166187	0.016671358	0.0159025
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.4.contigs	0	5.44754E-07	0	0	0	0	0	0	0	0	3.00459E-07	0	0	0	0	2.74062E-07	4.15894E-06	7.42211E-05	1.91512E-05	5.14487E-05	4.91058E-05	1.51769E-06	0.630983828	0.614571759	0.63171834	0	0	0	0	0	0.01653385	0.005867296	0.005409047
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.18.contigs	0	5.44754E-07	0	0	0	0	0	0	0	0	0	0	0	0	4.39573E-05	0	0.000245377	0.009277643	0.015994459	0.015923376	0.001473174	0.000221583	5.35711E-07	2.29106E-06	3.32721E-06	0	0	2.7604E-06	0	0	0	0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.13.contigs	0	5.44754E-07	0	0	0	0	0	0	0	0	0	0	0	5.02362E-06	0.052565906	0	0	0	1.59593E-05	0	4.91058E-05	6.22254E-05	0	0	0	0.000623689	0.000159349	0.004438727	0.006635253	0.010144577	4.28671E-06	0	2.44091E-06
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_maxbin.009.contigs	0	0	0	0	0	4.47713E-07	0	0	4.70325E-07	0	0	0	0	0	0.00022678	0	2.07947E-05	0.008832316	0.267312701	0.002572435	0.002808851	0.004355777	0	7.63687E-07	3.32721E-06	0	0	1.3802E-05	3.6842E-06	2.21428E-05	8.57342E-06	0	0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.51.contigs	0	0	0	0	0	0	0	0	4.70325E-07	0	0	0	0	0	0	0	0.069836886	0.027369046	2.5535E-05	0.000908927	3.92846E-05	1.51769E-06	0	2.29106E-06	6.65443E-06	3.60514E-06	5.14028E-06	0	3.6842E-06	0	0	2.60653E-06	0
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.42.contigs	0	0	0	0	0	0	0	0	4.70325E-07	0	0	0	0	0	0	0	0	0	0	0	9.82116E-06	0	0.005169614	0.010013464	0.005895825	0	5.14028E-06	0	0	0	0.070383532	0.091562145	0.088538971
Salt_Pond_MetaGSF2_B_D1_MG_DASTool_bins_concoct_out.44.contigs	0	0	0	0	0	0	0	0	4.70325E-07	0	0	0	0	0	0	0	0.000170516	0.00035255	3.19187E-05	0.000205795	6.87481E-05	2.27654E-05	1.44642E-05	1.98559E-05	0.001558246	0.038077453	0.003099588	0.000491352	0.023969436	0.000234081	0.000557273	4.4311E-05	7.07863E-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.20.contigs	0	0	0	0	0	0	0	0	4.70325E-07	0	0	0	0	0	0.018851676	0	0	1.85553E-05	0.000274501	1.71496E-05	0.00034374	0.000223101	0	0	0	3.60514E-06	0	2.7604E-06	0	4.74489E-06	0	0	0
Salt_Pond_MetaGSF2_A_D1_MG_DASTool_bins_concoct_out.23.contigs	0	0	0	0	0	4.47713E-07	0	0	0	0	0	0	0	0	0	0	0.00834283	0.000612324	9.57561E-06	0.000120047	0.000225887	1.51769E-06	2.83927E-05	2.90201E-05	0.000725333	0.050594487	0.058861326	0.075659874	0.040375199	0.004969482	0.028146554	0.000659452	0.000385663
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.10.contigs	0	0	0	0	0	0	4.45127E-07	0	0	0	0	0	0	0	3.99612E-06	0	0	0.000500993	0.017325469	0.000351566	0.133931114	0.03311605	0	7.63687E-07	1.10907E-06	0	0	2.7604E-06	0	0	0	0	0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.10.contigs	0	0	0	0	0	0	4.45127E-07	0	0	0	0	0	0	0	0	2.74062E-07	0.124697437	0.073720149	8.93724E-05	0.009663783	0.000304456	0	0	4.58212E-06	1.10907E-05	3.60514E-06	0	5.52081E-06	0	0	0	0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.17.contigs	0	0	0	0	0	0	0	0	0	0	0	0	4.31251E-07	0	0.03534964	0	0	0	0	0	0	6.07077E-06	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.39.contigs	0	0	0	0	0	0	0	0	0	0	3.00459E-07	0	0	0	0	0	0	0	0	0	0	0	0.005179257	0.01313007	0.007273292	0	0	0	0	0	0.083685201	0.102368813	0.108954707
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.16.contigs	0	0	0	0	0	0	0	0	0	0	3.00459E-07	0	0	0	0	0	0	0	0	0	0	0	0.00440944	0.005428287	0.003541266	0	0	0	0	0	0.01494348	0.023888837	0.025241406
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.62.contigs	0	0	0	0	0	0	0	0	0	0	3.00459E-07	0	0	0	0	5.48124E-07	0	0	0	0	0	0	0.001232672	0.000739249	0.000390393	0	0	0	0	0	0.001701825	0.001660359	0.001479189
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.16.contigs	0	0	0	0	0	0	0	0	0	0	3.00459E-07	0	0	0	0	1.91843E-06	0	0	0	0	0	0	4.39283E-05	9.77519E-05	0.000105362	3.60514E-06	5.14028E-06	0	3.6842E-06	0	0.005396971	0.013095201	0.018001679
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.51.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048892475	0.260441987	0.0011778	0.113504429	0.000373204	9.10616E-06	5.35711E-07	4.58212E-06	2.43996E-05	3.96565E-05	4.62625E-05	3.86456E-05	1.47368E-05	3.16326E-06	2.57203E-05	0	4.88181E-06
Salt_Pond_MetaG_R2A_B_D1_MG_DASTool_bins_concoct_out.4.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009727756	0.232831722	0.000520275	0.009989625	0.000549985	3.03539E-05	0	2.29106E-06	1.44179E-05	3.60514E-06	0	2.7604E-06	0	0	0	0	0
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.37.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99612E-06	0	0.228596026	0.000705101	0.000338338	0.096826472	9.82116E-05	4.55308E-06	0	0	0	0	0	0	0	1.58163E-06	0	0	0
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.11.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99806E-06	0	0	0.001113317	0.019483172	4.28739E-05	0.091042123	0.173753026	0	1.52737E-06	4.43629E-06	1.08154E-05	1.02806E-05	8.28121E-06	1.8421E-05	1.42347E-05	3.42937E-05	1.56392E-05	2.19682E-05
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.59.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.99029E-07	0	0.002690833	0.01204238	0.000245774	0.145308306	0.000265171	2.42831E-05	0	3.05475E-06	1.10907E-06	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.46.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118388328	0.038539328	0.000127675	0.01055556	0.000658018	6.52608E-05	5.35711E-07	5.34581E-06	4.43629E-05	1.44205E-05	1.02806E-05	2.7604E-06	3.6842E-06	0	1.71468E-05	0	0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.5.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99709E-06	0	8.31788E-06	0.002968846	0.082430034	0.000420164	0.04814331	0.02875572	0	1.14553E-05	9.3162E-05	0	0	0	3.6842E-06	1.58163E-06	0	0	0
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_concoct_out.67.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07661529	0.038584521	0.015331807	2.16308E-05	2.57014E-05	1.3802E-05	3.6842E-06	3.16326E-06	0.000197189	0.000172031	0.000253854
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.24.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48124E-07	0.074282791	0.000222663	9.57561E-06	0.000334417	9.82116E-06	6.07077E-06	0	1.52737E-06	1.10907E-06	0	0	1.10416E-05	3.6842E-06	0	8.57342E-06	2.60653E-06	0
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.10.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15894E-06	0	6.38374E-06	2.57244E-05	6.87481E-05	4.55308E-06	0.049261334	0.060489355	0.068925476	3.60514E-06	0	0	0	0	0.000347224	0.00062296	0.000905576
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.47.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.42211E-05	3.51106E-05	8.57478E-06	0.063552705	2.73185E-05	0	7.63687E-07	1.10907E-06	7.21027E-06	1.54208E-05	2.7604E-06	3.6842E-06	0	1.71468E-05	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_maxbin.022.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79728E-05	0	0	0.000166998	0.034188116	0.000428739	0.034089235	0.060208379	0	0	0	0	0	2.48436E-05	3.6842E-06	6.0102E-05	0	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.21.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3967E-05	0	4.15894E-06	0.000129887	0.001793831	0.000625959	0.058131427	0.037206232	0	0	0	3.60514E-06	0	5.24476E-05	3.6842E-06	1.58163E-05	0	0	0
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.37.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15894E-06	0.003339951	0.000472397	0.000222944	0.050490567	0.000391565	0	7.63687E-07	7.7635E-06	0	1.54208E-05	2.7604E-06	7.36841E-06	1.58163E-06	0	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.42.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199629	0.002041081	0.048436622	0.000960376	0.000304456	0.028444593	0	2.29106E-06	4.43629E-06	0	0	0	3.6842E-06	1.58163E-06	4.28671E-06	0	0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.14.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036070469	0.024864083	0.00010214	0.001243344	0.000176781	0	1.07142E-06	5.34581E-06	4.99082E-05	3.60514E-05	2.05611E-05	2.7604E-05	2.57894E-05	6.32652E-06	8.57342E-06	7.81959E-06	2.44091E-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.9.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129887	0.00312484	7.71731E-05	0.002769566	0.030287072	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.45.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166358	0.000909209	0.002505618	0.001440564	0.005048075	0.027802609	0	3.05475E-06	4.43629E-06	0	0	5.52081E-06	0	0	4.28671E-06	0	0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.10.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24768E-05	0.000241219	0.02635846	0.00019722	0.00016696	0.000602524	0	2.29106E-06	3.32721E-06	3.60514E-06	0	0	0	0	4.28671E-06	2.60653E-06	7.32272E-06
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.16.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09625E-06	0	1.85553E-05	0	0	0	0	0.021569881	0.022275986	0.024656881	0	0	0	0	0	0.002297678	0.003513601	0.004039699
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.36.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.99029E-07	0	4.15894E-06	0.000111332	0.002863107	3.42991E-05	0.024150224	0.008389804	0	7.63687E-07	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.10.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066543	0.001261759	0.012269547	0.000274393	0.000314277	0.023926422	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.51.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.99029E-07	0	0	5.56659E-05	0.002058756	6.00235E-05	0.000235708	0.021857807	0	0	2.21814E-06	1.08154E-05	0.000154208	2.48436E-05	1.47368E-05	9.48978E-06	0	0	0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.50.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021830265	7.42211E-05	3.19187E-06	0.000282968	0	0	3.48212E-05	6.72045E-05	0.00010758	1.08154E-05	2.05611E-05	1.3802E-05	1.47368E-05	1.58163E-06	3.85804E-05	2.60653E-06	7.32272E-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.41.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1766E-07	9.59068E-05	0	0	0.000166998	0.013712272	1.71496E-05	0.015095118	0.021787994	0	7.63687E-07	1.10907E-06	3.60514E-06	0	6.90101E-05	1.47368E-05	4.90305E-05	0	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.34.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1766E-07	1.79825E-05	0	2.07947E-05	9.27764E-05	0.001056509	8.57478E-05	0.000559806	0.018426305	5.35711E-07	0	3.32721E-06	2.5236E-05	4.11222E-05	1.3802E-05	4.78947E-05	5.53571E-05	0	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.38.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99709E-06	0	0	3.71106E-05	0.001819366	8.57478E-06	5.89269E-05	0.013386048	0	0	0	3.60514E-06	0	2.7604E-06	0	4.74489E-06	0	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.16.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.42211E-05	0.000510699	3.42991E-05	0.001060685	0.010989611	0	0	0	0	1.02806E-05	0	0	3.16326E-06	0	0	0
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.69.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11093E-06	0	0	0	0	0	0	0.003400695	0.003295309	0.002322396	0	0	0	0	0	0.00872346	0.007832619	0.007444762
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.59.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001163029	0.003092169	0.001023673	0	0	0	0	0	0.005855649	0.011322761	0.010688726
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.19.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00266945	0.002647703	0.000706479	7.21027E-06	5.14028E-06	5.52081E-06	0	1.58163E-06	0.012444326	0.015704336	0.010947462
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_maxbin.029.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85553E-05	0	8.57478E-06	0	0	0.000746246	0.001886307	0.000911657	0	2.05611E-05	0	0	0	0.004483901	0.003742975	0.00530897
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.28.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15894E-06	0	3.19187E-06	0	0	0	0.000847495	0.001312014	0.000592244	1.08154E-05	2.05611E-05	1.10416E-05	1.10526E-05	1.58163E-06	0.009460774	0.009625911	0.008967887
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.49.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66358E-05	0	3.19187E-06	0	0	0	0.000956245	0.001045487	0.000847331	5.4077E-05	3.59819E-05	5.24476E-05	3.6842E-05	1.2653E-05	0.002722062	0.002945378	0.004325285
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.34.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74062E-07	8.31788E-06	0	0	0	0	0	0.000194463	0.000523889	0.000198524	4.32616E-05	5.65431E-05	2.20832E-05	2.21052E-05	1.42347E-05	0.027807904	0.047556119	0.050375411
Salt_Pond_MetaGSF2_C_D1_MG_DASTool_bins_concoct_out.13.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000515708	0	3.19187E-06	0	2.94635E-05	0	5.89282E-05	1.98559E-05	0.000148616	0.004737149	0.04509052	0.004609872	0.004148415	0.001989691	0.000398664	7.81959E-05	4.14954E-05
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_concoct_out.14.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000466605	0.000508616	0.000328285	0	0	0	0	0	0.001341741	0.003737762	0.001178957
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_concoct_out.33.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.82116E-06	0	0.000356248	0.000435302	0.000109798	1.44205E-05	2.05611E-05	1.10416E-05	1.8421E-05	1.58163E-06	0.03338063	0.040786963	0.041224456
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.13.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.99029E-07	0	8.31788E-06	0	1.27675E-05	0	0.00016696	0.000358175	5.35711E-07	0	8.87257E-06	0.007725808	0.097099855	0.0641766	0.009391038	0.017779106	0.000180042	2.08522E-05	2.44091E-06
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_concoct_out.91.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8571E-05	0.000299365	6.87624E-05	0	0	0	0	0	0.006198586	0.014330696	0.01237051
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.11.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000257854	0	3.19187E-06	0	0	0	3.80355E-05	1.60374E-05	9.75983E-05	0.003749342	0.014002118	0.007436525	0.002884732	0.001418722	0.000282923	7.03763E-05	8.54317E-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_maxbin.037.contigs	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15298E-06	0.019354188	0	0	0	4.7878E-05	8.57478E-06	7.85693E-05	2.42831E-05	0	0	0	7.21027E-06	5.14028E-06	2.20832E-05	0.000117895	5.06122E-05	0	0	0
