I#OTU_ID	Salt_Pond_MetaGSF2_A_D1_MG	Salt_Pond_MetaGSF2_A_D2_MG	Salt_Pond_MetaGSF2_A_H2O_MG	Salt_Pond_MetaGSF2_B_D1_MG	Salt_Pond_MetaGSF2_B_D2_MG	Salt_Pond_MetaGSF2_B_H2O_MG	Salt_Pond_MetaGSF2_C_D1_MG	Salt_Pond_MetaGSF2_C_D2_MG	Salt_Pond_MetaGSF2_C_H2O_MG	Salt_Pond_MetaG_R1_A_D1_MG	Salt_Pond_MetaG_R1_A_D2_MG	Salt_Pond_MetaG_R1_A_H2O_MG	Salt_Pond_MetaG_R1_B_D1_MG	Salt_Pond_MetaG_R1_B_D2_MG	Salt_Pond_MetaG_R1_B_H2O_MG	Salt_Pond_MetaG_R1_C_D1_MG	Salt_Pond_MetaG_R1_C_D2_MG	Salt_Pond_MetaG_R1_C_H2O_MG	Salt_Pond_MetaG_R2A_A_D1_MG	Salt_Pond_MetaG_R2A_A_D2_MG	Salt_Pond_MetaG_R2A_A_H2O_MG	Salt_Pond_MetaG_R2A_B_D1_MG	Salt_Pond_MetaG_R2A_B_D2_MG	Salt_Pond_MetaG_R2A_B_H2O_MG	Salt_Pond_MetaG_R2A_C_D1_MG	Salt_Pond_MetaG_R2A_C_D2_MG	Salt_Pond_MetaG_R2A_C_H2O_MG	Salt_Pond_MetaG_R2_A_D1_MG	Salt_Pond_MetaG_R2_A_D2_MG	Salt_Pond_MetaG_R2_A_H2O_MG	Salt_Pond_MetaG_R2_B_D1_MG	Salt_Pond_MetaG_R2_B_D2_MG	Salt_Pond_MetaG_R2_B_H2O_MG	Salt_Pond_MetaG_R2_C_D1_MG	Salt_Pond_MetaG_R2_C_D2_MG	Salt_Pond_MetaG_R2_C_H2O_MG	Salt_Pond_MetaG_R2_restored_C_black_MG	Salt_Pond_MetaG_R2_restored_DShore_MG	Salt_Pond_MetaG_R2_restored_H2O_MG
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.20	146.0	198.0	225.0	205.0	375.0	203.0	193.0	284.0	162.0	93385.0	95363.0	11620.0	104885.0	77640.0	11177.0	102031.0	79868.0	47002.0	224.0	118.0	271.0	300.0	167.0	308.0	124.0	261.0	507.0	141982.0	8838.0	34.0	140007.0	273739.0	291.0	351596.0	201915.0	137.0	68156.0	578.0	8.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.38	1013.0	1533.0	2397.0	2565.0	2252.0	1529.0	1608.0	1272.0	1355.0	262623.0	315552.0	69426.0	403100.0	259198.0	127300.0	250482.0	300611.0	122382.0	5976.0	2288.0	6092.0	3874.0	1237.0	4789.0	1840.0	857.0	6377.0	304689.0	35248.0	98.0	248742.0	551385.0	553.0	336272.0	73441.0	458.0	240160.0	7000.0	606.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.43	292.0	571.0	763.0	435.0	582.0	861.0	475.0	726.0	728.0	24931.0	15517.0	4267.0	72668.0	35043.0	6018.0	45062.0	74201.0	17436.0	4206.0	1336.0	1587.0	1562.0	766.0	1380.0	1072.0	1003.0	934.0	79749.0	13185.0	202.0	57353.0	214535.0	202.0	36263.0	21563.0	227.0	16118.0	1082.0	1931.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.44	1716.0	2380.0	782.0	2777.0	2541.0	192.0	2517.0	2233.0	193.0	145896.0	243251.0	599.0	168912.0	559300.0	976.0	121460.0	379647.0	146421.0	366.0	508.0	256.0	1250.0	985.0	199.0	654.0	733.0	711.0	811448.0	104763.0	32.0	131722.0	876601.0	103.0	17067.0	118651.0	503.0	3514.0	12407.0	316.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.45	1481.0	1493.0	817.0	1986.0	2243.0	434.0	1696.0	2313.0	342.0	18332.0	20276.0	2838.0	22088.0	36972.0	2396.0	14483.0	39262.0	13435.0	2680.0	1660.0	918.0	1767.0	1923.0	974.0	2687.0	4289.0	1508.0	176536.0	98255.0	942.0	62029.0	285008.0	762.0	15979.0	82796.0	1112.0	76419.0	4901.0	27.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.50	2319.0	2555.0	1728.0	2053.0	1715.0	422.0	1797.0	895.0	288.0	29891.0	29923.0	2071.0	56471.0	120391.0	3156.0	20051.0	44493.0	23794.0	1988.0	2219.0	501.0	2614.0	1397.0	473.0	2339.0	1680.0	1223.0	156362.0	51774.0	722.0	36321.0	313166.0	669.0	54953.0	327794.0	1162.0	72048.0	3932.0	264.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.52	93.0	176.0	114.0	250.0	330.0	143.0	147.0	209.0	122.0	69564.0	43360.0	2589.0	59908.0	74405.0	4232.0	46963.0	35342.0	207979.0	76.0	94.0	88.0	1054.0	212.0	96.0	371.0	143.0	91.0	1018825.0	112852.0	223.0	207747.0	390281.0	285.0	65831.0	210571.0	638.0	8945.0	1933.0	77.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.55	802.0	1173.0	2295.0	2175.0	1828.0	1772.0	1238.0	986.0	1563.0	308329.0	299282.0	15738.0	283104.0	338815.0	13541.0	163952.0	318856.0	45407.0	4609.0	1318.0	7265.0	2794.0	856.0	5541.0	1141.0	511.0	5977.0	193176.0	40729.0	149.0	158841.0	428615.0	477.0	155226.0	128910.0	479.0	169764.0	6439.0	685.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.62	108.0	183.0	110.0	170.0	316.0	64.0	151.0	207.0	97.0	28636.0	8287.0	742.0	29744.0	22927.0	1118.0	15256.0	20575.0	23131.0	265.0	180.0	163.0	367.0	137.0	134.0	180.0	165.0	139.0	127953.0	19724.0	349.0	39524.0	125701.0	357.0	12934.0	48810.0	455.0	1975.0	3255.0	42.0
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.16	38.0	211.0	6.0	1477.0	3904.0	18.0	313.0	3313.0	19.0	8227.0	4733.0	5531.0	20879.0	6583.0	15785.0	23678.0	35124.0	12001.0	48.0	112.0	12251.0	345.0	56.0	2750.0	498.0	74.0	1726.0	20099.0	2399473.0	2949019.0	45927.0	72587.0	2207227.0	34627.0	28942.0	3263984.0	4085.0	1417.0	15.0
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.17	59.0	943.0	16.0	4282.0	10927.0	28.0	812.0	10363.0	18.0	11991.0	5511.0	2027.0	16837.0	6005.0	5543.0	15311.0	20064.0	5389.0	109.0	189.0	15138.0	313.0	63.0	3081.0	572.0	61.0	2247.0	20400.0	2525326.0	2934483.0	39461.0	33949.0	2183222.0	23262.0	25844.0	4280738.0	5387.0	4600.0	27.0
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.29	4.0	8.0	2.0	10.0	34.0	10.0	2.0	47.0	6.0	1859.0	2241.0	328.0	420.0	707.0	1770.0	1699.0	572.0	1181.0	6.0	16.0	792.0	22.0	10.0	224.0	40.0	10.0	130.0	4743.0	164493.0	258460.0	8385.0	5687.0	259155.0	2109.0	9696.0	230314.0	85.0	233.0	4.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.118	30.0	44.0	30.0	69.0	157.0	26.0	48.0	127.0	12.0	22506.0	41822.0	2599.0	26639.0	49567.0	3583.0	17129.0	9004.0	6097.0	65.0	48.0	149.0	157.0	53.0	75.0	54.0	51.0	55.0	14074.0	2331.0	63.0	50291.0	19774.0	134.0	128758.0	15317.0	66.0	42825.0	779.0	22.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.37	536.0	541.0	382.0	648.0	720.0	140.0	644.0	596.0	135.0	74747.0	87285.0	2757.0	56091.0	51982.0	4840.0	46210.0	21815.0	8861.0	413.0	210.0	518.0	315.0	341.0	262.0	338.0	1315.0	455.0	21663.0	2446.0	15.0	35229.0	68414.0	131.0	183580.0	35061.0	41.0	14387.0	448.0	25.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.65	8230.0	3193.0	3068.0	1697.0	1752.0	811.0	5200.0	1471.0	503.0	764587.0	1012397.0	31666.0	398200.0	548392.0	49411.0	647613.0	633653.0	77162.0	26947.0	2239.0	9604.0	5108.0	820.0	7299.0	1250.0	801.0	4649.0	114644.0	22082.0	158.0	358145.0	310123.0	896.0	444732.0	66405.0	731.0	951517.0	10963.0	112.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.7	113.0	79.0	201.0	139.0	142.0	85.0	95.0	72.0	92.0	5988.0	13723.0	7693.0	120158.0	60270.0	10853.0	11698.0	6180.0	16390.0	304.0	213.0	211.0	437.0	82.0	195.0	98.0	59.0	313.0	14103.0	3966.0	20.0	146319.0	16123.0	214.0	375985.0	8604.0	124.0	169065.0	2295.0	2.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.71	401.0	171.0	987.0	179.0	209.0	290.0	281.0	74.0	276.0	5440.0	10016.0	11247.0	171949.0	6928.0	19478.0	21225.0	8021.0	29815.0	824.0	328.0	966.0	656.0	207.0	3203.0	162.0	109.0	6870.0	29163.0	7698.0	20.0	282338.0	38578.0	325.0	564984.0	10570.0	106.0	211462.0	2810.0	10.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.88	125.0	92.0	149.0	135.0	191.0	70.0	104.0	136.0	47.0	3503.0	7525.0	3734.0	97113.0	29040.0	6421.0	9397.0	5298.0	8582.0	288.0	254.0	286.0	414.0	127.0	282.0	191.0	96.0	345.0	8570.0	2286.0	34.0	75335.0	9600.0	137.0	197013.0	4745.0	121.0	184025.0	1914.0	9.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.95	2291.0	2452.0	1200.0	7207.0	13371.0	378.0	2873.0	2328.0	280.0	8072.0	8381.0	5886.0	29620.0	7777.0	16069.0	7762.0	7035.0	15923.0	294.0	82.0	1444.0	938.0	650.0	746.0	294.0	528.0	1646.0	65454.0	28670.0	81.0	117355.0	25123.0	260.0	322469.0	70035.0	268.0	344448.0	6366.0	58.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.98	479.0	561.0	412.0	996.0	1051.0	82.0	733.0	918.0	97.0	32034.0	42180.0	2774.0	37540.0	23970.0	3081.0	21544.0	17860.0	12558.0	761.0	40.0	466.0	405.0	320.0	396.0	160.0	594.0	923.0	37962.0	5742.0	12.0	85765.0	50587.0	110.0	178823.0	50270.0	70.0	80034.0	1317.0	2.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_maxbin.062	1818.0	2335.0	937.0	2529.0	2441.0	267.0	2344.0	1671.0	257.0	6916.0	7240.0	1170.0	14811.0	3518.0	3725.0	6355.0	4323.0	3165.0	362.0	138.0	421.0	342.0	660.0	278.0	293.0	588.0	1031.0	9186.0	2081.0	62.0	99263.0	10415.0	251.0	283700.0	25098.0	111.0	129678.0	2061.0	8.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.17	1951.0	2892.0	5086.0	4874.0	4259.0	4156.0	2919.0	2320.0	3684.0	433529.0	534710.0	23253.0	736036.0	700660.0	36650.0	355233.0	570709.0	140490.0	16746.0	7012.0	8747.0	9740.0	2738.0	8686.0	4948.0	2439.0	11613.0	600802.0	97334.0	98.0	435330.0	1237553.0	753.0	572440.0	218190.0	689.0	349822.0	11806.0	296.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.25	10001.0	11438.0	7934.0	10010.0	10184.0	2393.0	8433.0	5479.0	2223.0	576133.0	622301.0	14422.0	715863.0	1195916.0	24657.0	444693.0	430457.0	64218.0	8995.0	9194.0	7546.0	10942.0	6055.0	6192.0	9337.0	5919.0	7748.0	270548.0	52987.0	91.0	242237.0	592984.0	676.0	446548.0	235306.0	544.0	373556.0	19382.0	126.0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.7	4221.0	3559.0	3086.0	3955.0	3709.0	1124.0	3430.0	1931.0	1044.0	13496.0	11004.0	25856.0	184589.0	52452.0	42484.0	175575.0	78030.0	57005.0	6764.0	4185.0	1079.0	6614.0	3543.0	1554.0	4405.0	4985.0	3622.0	121740.0	34845.0	536.0	327057.0	152098.0	932.0	425851.0	49050.0	733.0	595676.0	17738.0	40.0
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.100	2251.0	1704.0	1650.0	13137.0	10323.0	909.0	3554.0	1285.0	858.0	572.0	1050.0	46.0	693.0	3230.0	83.0	437.0	9827.0	14149.0	3297.0	1067.0	1265.0	1550.0	686.0	1312.0	512.0	394.0	3293.0	122921.0	43097.0	4.0	7377.0	552224.0	1.0	1231.0	1032642.0	312.0	894.0	311.0	50.0
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.104	87.0	150.0	87.0	126.0	179.0	48.0	111.0	135.0	24.0	5462.0	4203.0	2289.0	17230.0	5013.0	2293.0	9236.0	4133.0	20065.0	117.0	26.0	192.0	107.0	116.0	161.0	39.0	155.0	216.0	81552.0	5858.0	7.0	24100.0	49016.0	31.0	27341.0	196621.0	126.0	51102.0	1086.0	12.0
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.18	1163.0	1570.0	2597.0	2755.0	2178.0	1653.0	1522.0	847.0	1309.0	5319.0	6371.0	453.0	10155.0	10027.0	672.0	4596.0	8622.0	6592.0	7050.0	3238.0	5242.0	3688.0	1431.0	4410.0	2076.0	1198.0	5742.0	43687.0	13094.0	4.0	6405.0	264879.0	16.0	7039.0	356579.0	142.0	5012.0	587.0	53.0
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.21	4.0	15.0	9.0	14.0	17.0	12.0	15.0	16.0	12.0	259.0	202.0	22.0	149.0	215.0	12.0	197.0	108.0	1220.0	18.0	12.0	0	12.0	14.0	2.0	16.0	16.0	14.0	5739.0	623.0	281.0	1258.0	1058.0	305.0	406.0	275701.0	286.0	88.0	414.0	2.0
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.45	1403.0	2138.0	2752.0	3394.0	3140.0	1197.0	2117.0	1765.0	942.0	311273.0	376080.0	14488.0	494067.0	506209.0	22266.0	256299.0	418014.0	100701.0	12537.0	5282.0	3623.0	7122.0	2048.0	4448.0	3666.0	1708.0	7437.0	456498.0	78606.0	86.0	271269.0	961536.0	510.0	306057.0	220531.0	556.0	170954.0	7636.0	214.0
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.47	1094.0	1616.0	2330.0	2585.0	2235.0	1432.0	1730.0	1148.0	1036.0	12376.0	12410.0	2330.0	54338.0	78192.0	2943.0	9438.0	46972.0	22558.0	7932.0	3327.0	3270.0	4105.0	1468.0	3136.0	2164.0	1122.0	5966.0	143909.0	45027.0	23.0	32361.0	474971.0	33.0	18710.0	265258.0	234.0	18405.0	2183.0	593.0
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_concoct_out.35	60.0	1262.0	18.0	4287.0	11538.0	12.0	855.0	12499.0	15.0	23426.0	15981.0	4691.0	32070.0	14229.0	11721.0	27514.0	43043.0	10889.0	148.0	225.0	1945.0	681.0	74.0	746.0	327.0	100.0	363.0	22440.0	543721.0	610465.0	31283.0	116713.0	433121.0	23127.0	23745.0	584201.0	5747.0	4982.0	12.0
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_concoct_out.60	96.0	945.0	16.0	12612.0	27767.0	26.0	1912.0	25912.0	11.0	25412.0	13293.0	2448.0	89367.0	12530.0	7661.0	98097.0	131949.0	9295.0	234.0	340.0	5861.0	655.0	94.0	1529.0	507.0	95.0	893.0	41826.0	1482504.0	1786756.0	102157.0	161837.0	1433569.0	42794.0	44281.0	1431021.0	20108.0	3249.0	9.0
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_metabat.20	18.0	181.0	2.0	1014.0	2733.0	3.0	197.0	2198.0	8.0	4189.0	1721.0	477.0	5409.0	2478.0	1306.0	4251.0	5879.0	1050.0	24.0	33.0	1321.0	81.0	22.0	292.0	96.0	15.0	216.0	5274.0	280338.0	345362.0	5309.0	6128.0	244610.0	2974.0	2756.0	400714.0	1322.0	749.0	4.0
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_metabat.29	0	7.0	0	34.0	69.0	0	6.0	26.0	2.0	159.0	137.0	219.0	133.0	82.0	1130.0	297.0	201.0	681.0	0	2.0	620.0	4.0	6.0	149.0	28.0	0	102.0	791.0	95416.0	157484.0	1465.0	1380.0	142854.0	593.0	972.0	146781.0	54.0	101.0	2.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.12	126.0	87.0	275.0	145.0	100.0	210.0	110.0	50.0	259.0	2422.0	3588.0	594.0	3200.0	2875.0	1174.0	2904.0	1905.0	1265.0	256.0	198.0	916.0	243.0	142.0	404.0	178.0	114.0	560.0	2627.0	617.0	10.0	33974.0	4872.0	59.0	99785.0	2698.0	193.0	333453.0	10411.0	4.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.17	2017.0	2079.0	1057.0	5809.0	10374.0	362.0	2397.0	2015.0	248.0	4896.0	5313.0	4666.0	18272.0	7172.0	10260.0	6864.0	12039.0	10031.0	318.0	40.0	1294.0	535.0	408.0	784.0	262.0	436.0	1618.0	80304.0	47498.0	28.0	74305.0	21455.0	122.0	81800.0	34412.0	327.0	505943.0	10098.0	10.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.25	1106.0	2396.0	592.0	1545.0	1722.0	217.0	1521.0	1722.0	191.0	1132.0	1292.0	366.0	2738.0	928.0	1093.0	1617.0	1102.0	748.0	360.0	32.0	694.0	223.0	1060.0	635.0	235.0	776.0	1529.0	1889.0	614.0	8.0	52319.0	3211.0	38.0	61830.0	2867.0	240.0	413470.0	2009.0	4.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.26	97.0	126.0	118.0	163.0	210.0	38.0	150.0	167.0	26.0	9886.0	8078.0	11097.0	9661.0	3592.0	9578.0	18309.0	4251.0	17619.0	94.0	28.0	92.0	94.0	130.0	80.0	24.0	284.0	177.0	8123.0	1864.0	80.0	38591.0	7198.0	128.0	57952.0	5805.0	104.0	134492.0	1610.0	2.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.43	107.0	62.0	148.0	52.0	95.0	137.0	182.0	91.0	100.0	14834.0	10652.0	4473.0	113349.0	20945.0	6648.0	41025.0	20533.0	11837.0	733.0	61.0	136.0	197.0	35.0	258.0	73.0	34.0	179.0	20358.0	4031.0	6.0	128014.0	54345.0	119.0	129291.0	21958.0	116.0	220830.0	3785.0	21.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.51	68.0	263.0	62.0	481.0	1090.0	84.0	181.0	475.0	43.0	83037.0	76296.0	12377.0	87854.0	85988.0	15491.0	262350.0	73220.0	38906.0	1748.0	276.0	135.0	824.0	181.0	1084.0	98.0	140.0	301.0	94971.0	10257.0	63.0	36045.0	42761.0	246.0	46731.0	18188.0	234.0	365023.0	6437.0	41.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.57	683.0	361.0	1237.0	597.0	540.0	423.0	319.0	241.0	374.0	10461.0	12668.0	3091.0	22191.0	7833.0	5338.0	15427.0	4723.0	6801.0	1543.0	786.0	14680.0	1109.0	401.0	5447.0	424.0	195.0	7577.0	6188.0	1354.0	41.0	37847.0	8278.0	93.0	68095.0	6379.0	145.0	196571.0	1031.0	12.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.13	330.0	781.0	488.0	516.0	671.0	318.0	501.0	1319.0	339.0	419320.0	299975.0	19656.0	300530.0	310295.0	17298.0	244284.0	193967.0	98529.0	684.0	85.0	384.0	851.0	330.0	394.0	219.0	389.0	732.0	292827.0	18721.0	42.0	219282.0	250472.0	279.0	147821.0	142802.0	252.0	337439.0	1122.0	15.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.2	499.0	413.0	700.0	457.0	515.0	417.0	438.0	240.0	357.0	18510.0	25325.0	11537.0	241963.0	78234.0	19215.0	23581.0	10149.0	22681.0	1099.0	1048.0	442.0	1310.0	464.0	732.0	459.0	295.0	1108.0	17980.0	5167.0	28.0	171079.0	15961.0	309.0	435264.0	10373.0	439.0	879000.0	13247.0	6.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.22	326.0	776.0	228.0	1089.0	1971.0	78.0	898.0	2120.0	60.0	28611.0	38243.0	4202.0	66121.0	44888.0	5474.0	49589.0	30835.0	13410.0	759.0	324.0	211.0	753.0	1075.0	202.0	475.0	954.0	365.0	49824.0	14876.0	95.0	76974.0	86584.0	226.0	124130.0	145443.0	271.0	158214.0	3538.0	59.0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.8	1613.0	2307.0	2356.0	2066.0	2604.0	822.0	2203.0	1962.0	763.0	37338.0	75691.0	13841.0	106083.0	53058.0	26124.0	275037.0	47293.0	25024.0	17804.0	19176.0	1251.0	16248.0	6907.0	3475.0	13448.0	6653.0	5113.0	49094.0	21083.0	84.0	127695.0	266968.0	444.0	265489.0	30174.0	355.0	424682.0	10587.0	60.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.12	12.0	209.0	10.0	247.0	436.0	1.0	110.0	5619.0	10.0	12.0	11.0	3.0	11.0	12.0	0	8.0	10.0	0	98.0	152.0	1.0	70.0	346.0	12.0	70.0	304.0	15.0	12.0	7.0	6.0	37.0	15.0	0	5.0	139.0	67.0	64.0	239670.0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.17	403.0	567.0	279.0	1448.0	3338.0	68.0	428.0	2034.0	55.0	680.0	729.0	19.0	564.0	570.0	50.0	660.0	434.0	86.0	1092.0	1805.0	48.0	1764.0	2751.0	117.0	3710.0	5043.0	204.0	302.0	126.0	11.0	373.0	503.0	10.0	344.0	513.0	297.0	629.0	497132.0	6.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.2	1919.0	15430.0	1268.0	1696.0	1808.0	328.0	1623.0	2466.0	315.0	894.0	644.0	241.0	1425.0	1215.0	347.0	1494.0	875.0	419.0	1582.0	1706.0	409.0	1524.0	2461.0	339.0	2842.0	5389.0	974.0	767.0	262.0	15.0	1369.0	2075.0	17.0	2005.0	622.0	182.0	2120.0	257653.0	11.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.20	634.0	858.0	448.0	595.0	646.0	158.0	482.0	1607.0	143.0	511.0	348.0	84.0	520.0	490.0	144.0	521.0	316.0	160.0	790.0	2167.0	154.0	3599.0	18789.0	191.0	31028.0	30520.0	578.0	370.0	131.0	23.0	492.0	648.0	12.0	747.0	361.0	172.0	814.0	299247.0	16.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.21	1343.0	5133.0	836.0	8435.0	23101.0	199.0	1946.0	5376.0	197.0	12832.0	3045.0	360.0	10966.0	10566.0	686.0	19374.0	24274.0	794.0	1366.0	1754.0	313.0	2015.0	2077.0	260.0	2707.0	3067.0	648.0	7414.0	6088.0	170.0	14757.0	5792.0	194.0	4128.0	1222.0	309.0	4647.0	266735.0	46.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.37	77.0	2106.0	10.0	8206.0	22839.0	6.0	1003.0	19918.0	2.0	5520.0	2522.0	540.0	7639.0	2483.0	1177.0	7561.0	9486.0	1292.0	120.0	162.0	30.0	189.0	143.0	16.0	158.0	116.0	18.0	3116.0	4322.0	3245.0	6370.0	7388.0	2390.0	2456.0	1479.0	3364.0	1815.0	222695.0	6.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.38	877.0	1301.0	753.0	949.0	1017.0	181.0	888.0	13469.0	159.0	719.0	615.0	153.0	803.0	697.0	232.0	908.0	572.0	239.0	958.0	1336.0	666.0	1364.0	1268.0	539.0	2133.0	2091.0	830.0	477.0	159.0	15.0	762.0	858.0	9.0	1054.0	604.0	304.0	2529.0	456657.0	8.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.40	454.0	8381.0	58.0	73354.0	205628.0	93.0	9346.0	181853.0	28.0	13656.0	7554.0	1709.0	36199.0	6618.0	3223.0	41194.0	43003.0	4049.0	309.0	533.0	65.0	499.0	144.0	50.0	364.0	152.0	57.0	10592.0	11123.0	7458.0	38370.0	32515.0	5592.0	10194.0	4688.0	7968.0	7524.0	291220.0	83.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.46	1067.0	44861.0	215.0	17458.0	46060.0	94.0	19134.0	165689.0	70.0	253.0	381.0	20.0	487.0	503.0	34.0	898.0	464.0	84.0	168.0	710.0	61.0	1371.0	16440.0	104.0	3059.0	11529.0	169.0	332.0	109.0	13.0	4071.0	774.0	8.0	723.0	479.0	157.0	1024.0	326451.0	22.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.68	916.0	3350.0	448.0	3451.0	7873.0	81.0	933.0	57600.0	69.0	1302.0	1320.0	75.0	1527.0	1190.0	92.0	1253.0	836.0	189.0	1693.0	4402.0	70.0	2859.0	3898.0	169.0	4624.0	6476.0	295.0	569.0	242.0	12.0	1188.0	2752.0	16.0	750.0	896.0	569.0	1996.0	729963.0	7.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.7	2857.0	14523.0	2279.0	2762.0	2652.0	476.0	2703.0	3224.0	453.0	1399.0	1022.0	362.0	1631.0	1502.0	582.0	1490.0	1223.0	587.0	2579.0	2780.0	785.0	2369.0	3259.0	663.0	4439.0	7321.0	1511.0	1285.0	387.0	28.0	1801.0	2025.0	24.0	1990.0	2044.0	1445.0	2921.0	2426967.0	6.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.89	1215.0	3105.0	901.0	10602.0	29367.0	191.0	1854.0	23956.0	194.0	6916.0	7645.0	591.0	7837.0	6104.0	1160.0	9040.0	6434.0	1145.0	1798.0	3559.0	271.0	3587.0	1849.0	285.0	3918.0	2601.0	740.0	3436.0	2044.0	261.0	6273.0	4022.0	208.0	7011.0	1167.0	344.0	8430.0	311356.0	21.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_maxbin.037	420.0	1162.0	104.0	1171.0	3654.0	52.0	579.0	2744.0	62.0	76.0	55.0	8.0	109.0	76.0	18.0	94.0	90.0	38.0	118.0	170.0	120.0	146.0	517.0	69.0	638.0	801.0	66.0	407.0	251.0	2.0	217.0	145.0	9.0	154.0	402.0	118.0	264.0	339087.0	38.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.11	157.0	1596.0	230.0	1668.0	5529.0	215.0	714.0	16561.0	462.0	1768.0	1535.0	471.0	957.0	1277.0	578.0	974.0	1134.0	966.0	54.0	117.0	74.0	290.0	296.0	87.0	457.0	648.0	104.0	632.0	209.0	43.0	1037.0	991.0	34.0	660.0	457.0	95.0	1199.0	313524.0	74.0
