MAG,domain,phylum,class,order,family,genus,species,SF2_A_D1,SF2_A_D2,SF2_B_D1,SF2_B_D2,SF2_C_D1,SF2_C_D2,R1_A_D1,R1_A_D2,R1_B_D1,R1_B_D2,R1_C_D1,R1_C_D2,R2A_A_D1,R2A_A_D2,R2A_B_D1,R2A_B_D2,R2A_C_D1,R2A_C_D2,R2_A_D1,R2_A_D2,R2_B_D1,R2_B_D2,R2_C_D1,R2_C_D2
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.51,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,2.61088266388739e-05,3.24590662099659e-05,4.4875749455728e-05,4.55324420763735e-05,3.49903578710868e-05,4.21965801315534e-05,0.003680097753437,0.0052960896644242,0.0042592886641207,0.0056730475393328,0.0048696066907481,0.0048262437141029,0.0002652152001275,0.0001404297787799,0.0001947489128271,6.5191555977474e-05,0.0001298022942527,5.77463966211217e-05,0.0021731128582968,0.0004723571206742,0.001944159435802,0.0037072055160981,0.0024567411640895,0.0014585025083483
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.73,Bacteria,Firmicutes_F,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,,2.60487142214398e-07,1.05419701677207e-06,1.30074636103559e-06,3.06980937696987e-06,6.72152867995629e-07,3.30997720348898e-06,0.0012822414991655,0.0013064888616465,0.001689856490126,0.0019266360323898,0.0006509641699355,0.0006904677226771,1.36296697338391e-06,3.84739119944939e-07,2.21909740432177e-06,4.3664806414919e-07,8.92879066227073e-07,3.91564200530693e-07,0.0011797006062522,0.0001162974395164,0.0008771114161025,0.0006855502968533,0.0024741019087271,0.0016003781105412
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.86,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,,6.6123659177501e-07,5.44101686075907e-07,1.15621898758719e-06,1.96688385231004e-06,6.91357235652647e-07,1.41856165863813e-06,2.34294614771898e-05,8.74852216562921e-05,0.0009224393494884,0.0027156093981178,2.5316141455704e-05,7.16436058180672e-05,3.18025627122912e-06,1.06677665075642e-06,2.35779099209188e-06,6.54972096223785e-07,1.29467464602926e-06,5.2208560070759e-07,0.0001184757498012,2.00872318294047e-05,0.000128820362983,0.0001206415685019,0.0001813834190008,0.0002047070274424
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.87,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,,8.89663778024559e-06,6.47821069984127e-06,1.11828055205699e-05,1.05513208525791e-05,1.64389387144074e-05,1.71578410140041e-05,0.0040175061350191,0.0063636805867268,0.0015112385380734,0.0021303518641734,0.0011711729249626,0.0040426898344643,9.29180017988256e-05,1.61765311795031e-05,1.879298114285e-05,5.9820784788439e-06,9.35290821872858e-06,5.12762643552097e-06,0.000643026189768,8.65109975081035e-05,0.0010740974727878,0.0009420915342417,0.000338954087301,0.0007241602257443
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_maxbin.014,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Chromatocurvus,,4.36015401121946e-05,3.96684135504716e-05,3.14166378033458e-05,2.86944457332333e-05,3.18408415753358e-05,1.68876387933111e-05,0.0125395546719674,0.0093993238950131,0.004595830620569,0.007527635212988,0.0102570110754324,0.0084425431463235,4.13796773119355e-05,2.58299854617579e-05,5.72573361510939e-05,1.47587045682426e-05,2.65185082669441e-05,1.63524668507342e-05,0.0016120020331845,0.00023996702343,0.0030457833444586,0.0028041054804019,0.0039476207500393,0.0019622198005943
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.14,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,SW132,,4.00749449560612e-08,1.02019066139233e-06,2.43889942694174e-06,5.7535948203088e-06,1.88202803038776e-06,9.29945976218332e-06,0.0060789711807969,0.0039486746875593,0.0070316807093673,0.0047368314648093,0.0117371123650018,0.007076964610036,5.03389135503123e-06,2.5882449887205e-06,3.58985236344969e-05,6.02574328525882e-06,1.16520718142633e-05,3.97157974823988e-06,0.0051438169023246,0.0012310922647328,0.0142773874189753,0.0089852388777423,0.0094772696572299,0.0068349090276696
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.16,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,,,0.00012767877463,0.000125109381442,0.0001464242952249,0.0001982324809655,0.0001047406212013,0.0001124941912151,0.0018908385702518,0.0024527330317179,0.0031796051594787,0.0061922220642159,0.0024978816149358,0.0022108456599441,0.0001138895202959,0.0001242007831749,0.0001767880932109,9.54512668230129e-05,0.0001653835250419,8.56593303446667e-05,0.0016048093113647,0.0003239647898936,0.0014542224461635,0.0021913581196686,0.0020222936575736,0.0014981367957936
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,1.3745706119929e-05,1.72072158221506e-05,2.65569048711434e-05,2.54040512513315e-05,2.03950384517531e-05,1.66849871277914e-05,0.0032222147016543,0.0037011012463062,0.0032274599134356,0.0046886101223491,0.0035099914818104,0.004962258913005,9.68251737891928e-05,3.78793151727608e-05,6.6642268923538e-05,1.99984813380329e-05,3.26347298705995e-05,1.42641244479038e-05,0.0011943373240166,0.0002353873579712,0.0018964707248801,0.0026339584282156,0.0016963181720638,0.001691483677153
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.19,Bacteria,Spirochaetota,Spirochaetia,DSM-16054,Sediminispirochaetaceae,DSBN01,,2.92547098179247e-06,5.15196284003125e-06,1.0514366418371e-05,2.87312099173887e-05,8.7571916516002e-06,1.52213917657044e-05,0.0015663948354915,0.0017982455179558,0.001194246392753,0.002398826981892,0.0018040541367155,0.001849617764556,2.94400866250924e-06,1.81876674883062e-06,1.13266430012257e-05,6.59338576865276e-06,3.21436463841746e-06,7.45836572439414e-06,0.0039117884596013,0.0005395069308768,0.0019814627917277,0.0034079287757002,0.0023237291431445,0.003529302865702
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.27,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,,,7.00910787281511e-05,6.70775359865455e-05,4.17864768482684e-05,4.48155404853446e-05,5.46748347195302e-05,4.4403231600546e-05,0.0020274156076486,0.0022089149179445,0.0021566310306275,0.0034477314342502,0.0028802580442597,0.0013968855397498,0.0003190433091297,0.0002728150123245,0.0003802978176656,0.0001750740413206,0.0002305190529231,0.0001935072987194,0.0010773535143309,0.0002830828982371,0.0011305980000701,0.0012341879921057,0.0015469710143814,0.0015608560220695
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.28,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,,2.39047046662905e-05,2.90244243166117e-05,5.26260298568984e-05,4.36390865923741e-05,3.26858337522446e-05,2.80334803968964e-05,0.0080991803757175,0.0070000521225545,0.0064413725870989,0.0061437428536142,0.0068153329912007,0.0100278858620033,0.0001544514174238,5.64692099228276e-05,0.0001053608955093,2.9888559991012e-05,4.9041382712522e-05,1.97087314267115e-05,0.0026717820634185,0.0003829791781228,0.0064006935990462,0.0059329135945315,0.0077795156341057,0.003629272151233
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.30,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,BM103,,,0.0001054972925968,7.61912392283169e-05,0.000139450849456,0.0001350899946787,8.81480475457125e-05,0.0001009430462805,0.0019726089424272,0.0019833518683084,0.002340853593504,0.0038547677000004,0.0026792023388364,0.0021635446224322,0.0001049302840575,4.13419672522653e-05,8.11588644434763e-05,4.98652089258375e-05,9.39755217203994e-05,0.000121776466365,0.0009649083435227,0.0003826440806502,0.0014717411763086,0.0014085791041469,0.0016242272603894,0.0012096171350272
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.34,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,,2.57681896067474e-05,2.30393057697767e-05,3.74506556448165e-05,3.7683288759211e-05,0.00013729202438,5.23741971109889e-05,0.0016480100456703,0.0020508956056166,0.0028284381534843,0.0034797586574243,0.0014124353065427,0.0022044085006357,0.0001563777440795,0.0001392056088528,0.0001872132278916,3.78355547585273e-05,3.40186924232515e-05,1.19147392447196e-05,0.0017060413743576,0.000409693893299,0.0022424394196017,0.0030381442252064,0.0019928307397139,0.0014638600093405
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.37,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,,3.14588317905081e-06,2.44845758734158e-06,2.47503127030384e-06,4.83449021642561e-06,3.86007789906061e-06,4.32323553108764e-06,0.0011014088123118,0.0012157177284455,0.0010113669466717,0.0020890070054866,0.0013835248980902,0.000948371521726,6.57858725819966e-06,3.21781809408494e-06,5.61709030468947e-06,2.6417207881026e-06,2.58934929205851e-06,2.57313617491598e-06,0.0004094511862164,5.72830512873756e-05,0.0008669358662577,0.0006916791808733,0.000784328979808,0.0004821470395599
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.63,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,JAAYHV01,,1.66311021567654e-06,2.56747983117069e-06,1.66206479465659e-06,3.3087765739795e-06,3.05349445746586e-06,7.67824643802545e-06,0.001087478713067,0.0019186593981607,0.0035259800574018,0.0036564499079788,0.0005809317750972,0.0007439642514005,4.37966720780696e-06,1.60890904704247e-06,2.58894697170873e-06,1.46277101489979e-06,2.09826580563362e-06,2.87147080389175e-06,6.94772954825718e-05,1.11140661743787e-05,6.40744932492255e-05,0.000348615538952,3.74067172319954e-05,9.71082117026334e-05
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.78,Bacteria,Patescibacteria,ABY1,BM507,,,,1.82340999550079e-06,1.17321926060118e-06,1.96918546323444e-06,3.41906912644549e-06,2.22770664821409e-06,4.4133029379853e-06,0.0009992949783681,0.0026197060183608,0.0010588403217855,0.0022714573112013,0.0001548883504582,0.0001371356600786,1.36296697338391e-06,7.69478239889878e-07,1.43316707362447e-06,1.5064358213147e-06,4.46439533113536e-07,1.11875485865912e-06,0.0001072626419859,2.06271110908067e-05,9.8944109418254e-05,9.83185829814995e-05,5.99141487868401e-05,0.0001106842875154
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.13,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,,,2.00374724780306e-07,3.06057198417698e-07,5.78109493793597e-07,7.16901591028892e-07,3.8408735314036e-07,9.45707772425422e-07,1.12061441943881e-06,1.14746117434723e-06,2.71939696775299e-06,8.42369262227557e-07,1.58504942094796e-06,1.29621979247653e-06,6.36051254245824e-07,4.54691687207655e-07,4.62311959233701e-07,3.05653644904433e-07,5.80371393047597e-07,1.49167314487883e-07,2.21435322401506e-06,1.0983750490592e-06,1.82530481751232e-06,7.69315985770732e-07,1.36126139478348e-06,2.63667588100738e-06
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.19,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,,,1.4426980184182e-06,3.02656562879723e-06,1.69819663801869e-06,2.31614360178565e-06,2.40054595712725e-06,3.46759516555988e-06,1.43093841251417e-05,1.53168680999987e-05,2.31977826700393e-05,1.8428976512407e-05,2.05609931928602e-05,1.27864393088363e-05,2.66414611064108e-05,5.01909670109989e-06,4.62311959233701e-06,5.26160917299774e-06,4.50903928444672e-06,5.70564977916152e-06,0.0001503718590066,2.80178720141372e-05,5.85985787966886e-05,6.6815093364188e-05,8.87057596573291e-05,0.0002151134822494
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.22,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Guyparkeria,,1.8354324789876e-05,4.74218625770533e-05,1.9167942903594e-05,2.12864626259348e-05,4.02907633444237e-05,4.49211191902075e-05,0.0031030158078697,0.0006718559033556,0.0006981056813376,0.0007604875316971,0.0005108324063398,0.0005902853115976,2.15530510724442e-05,2.18951535532302e-05,3.07668608870028e-05,1.93435092418091e-05,3.3639218820105e-05,3.07844045274368e-05,0.000330032858175,0.0001611074182128,0.0005777404455153,0.0002829800634326,0.0002610078868874,0.0001786488158099
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_maxbin.028,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,Spiribacter,,8.27547613342664e-06,1.20552529821193e-05,8.74390609362816e-06,1.05880850367344e-05,8.02742568063352e-06,1.42081334381057e-05,3.97214711136463e-05,2.92950314965922e-05,3.55677225355498e-05,3.04112494873581e-05,4.32874764396915e-05,3.22517060229753e-05,1.05039321415453e-05,9.28620330412557e-06,1.33377000238923e-05,9.47526299203742e-06,1.4643216686124e-05,1.40963112191049e-05,1.74478470346151e-05,0.0001893859215945,3.82474791071834e-05,2.39385490905659e-05,4.68609573300122e-05,3.14437623681837e-05
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.11,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,,1.70719265512821e-05,1.81593937727834e-05,2.82912333525242e-05,2.47239138444579e-05,2.10671913197487e-05,1.60545152795078e-05,0.0001126131290426,0.0001768481070524,7.14173337811716e-05,5.87767450521636e-05,6.07453447098507e-05,5.33866795884401e-05,5.83531593538097e-05,2.30668590548807e-05,2.22140896411793e-05,1.15056764903311e-05,1.71209560949041e-05,1.42641244479038e-05,5.59556066465649e-05,1.07417356492739e-05,7.00329595500703e-05,5.80064253271132e-05,0.0001006774009648,8.69261548429986e-05
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,,4.42828141764477e-06,3.67268638101237e-06,3.82997539638258e-06,4.90801858473626e-06,5.26199673802293e-06,3.94044905177259e-06,8.39598803487228e-05,0.0001989628133216,0.0006620239264484,6.32120770859332e-05,8.47443324213867e-05,6.41079551601104e-05,8.85019888050618e-06,6.1733140609347e-06,6.56482982111856e-06,3.5586817228159e-06,4.57600521441375e-06,4.88522954947816e-06,6.71058959306124e-05,3.62277600926984e-05,0.000107084549294,7.1328413814043e-05,0.0002302210024657,0.0001246250099927
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.7,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiolinea,,8.21536371599255e-07,1.13921290522143e-06,1.28268043935454e-06,1.24998226128115e-06,1.34430573599126e-06,2.5894379483077e-06,5.05138499839338e-06,6.8847670460834e-06,2.1125071566569e-05,4.81353864130033e-06,1.78150625058658e-05,7.14019377211648e-06,2.05353690656509e-06,1.53895647977976e-06,2.10351941451334e-06,1.15711736999535e-06,1.02681092616113e-06,1.04417120141518e-06,9.50758469374977e-05,8.76838386621837e-06,1.68263731453434e-05,4.15687070978119e-05,1.41906838552086e-05,1.57920055426293e-05
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_concoct_out.45,Bacteria,Spirochaetota,Spirochaetia,DSM-16054,Sediminispirochaetaceae,,,5.20974284428796e-07,9.01168417563222e-07,5.49204019103917e-06,2.10658775210028e-05,3.16872066340797e-06,4.39078608626089e-06,0.001229986386776,0.0013125564972502,0.0008255193782901,0.001328622621046,0.0021256182474104,0.0015504326605908,7.08742826159632e-07,6.99525672627162e-07,7.7437253171645e-06,1.46277101489979e-06,1.74111417914279e-06,9.32295715549268e-07,0.0021846557634007,0.0003972766702868,0.0014248497249622,0.002098232419591,0.0015883496312995,0.0022904017985495
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_maxbin.047,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,BM714,BM714,,1.62303527072048e-06,3.55366413718327e-06,2.45696534862279e-06,2.95951682450389e-06,3.80246479608956e-06,8.21865087941141e-06,0.0023642895423538,0.0045950430442242,0.001184910901943,0.0034274286159096,0.0018451314738218,0.0011441446500439,5.08841003396659e-06,9.96824083493705e-07,1.59497625935627e-06,1.89941907904898e-06,1.31699662268493e-06,2.7968871466478e-06,9.36153160876154e-05,2.03106301444676e-05,0.0001233444485305,0.0013286856390246,7.74800150044571e-05,0.0004060480856751
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.19,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,,2.56479647718792e-06,1.10520654984169e-06,3.08927260745953e-06,8.91531465766699e-06,1.11385332410704e-06,9.14184180011241e-06,0.0329368059323741,0.0350062587052751,0.0088036663042572,0.0231920761452302,0.0245145306168593,0.0258585742478652,4.3251485288716e-06,3.04293667592815e-06,1.96251426694706e-05,3.31852528753384e-06,7.29928636640632e-06,1.56625680212277e-06,0.0029357298267945,0.0003799074512906,0.0032812476659176,0.0037723024704274,0.0040052039717803,0.0027866298093038
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.27,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,,2.19410323634435e-05,0.0002334876360373,5.29331505254762e-05,4.84919589008774e-05,0.0001217364865778,5.57517248696511e-05,0.0031989748826173,0.0043374901679093,0.0046927340100784,0.0013209037680105,0.0039455228783354,0.0013031402879787,5.1974473918373e-06,2.34341100330099e-06,1.0933677835877e-05,7.99065957393017e-06,5.5804941639192e-06,6.71252915195473e-06,0.0008402606730333,0.0001969814643067,0.0030517418107594,0.0021092208162545,0.0035482490337095,0.0017880869934742
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.36,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Roseimaritima,,1.2443270408857e-05,1.42826692594926e-05,1.71264937536353e-05,3.23892462408438e-05,1.36351010364828e-05,3.8053479414261e-05,0.0012190905665747,0.0008500253293361,0.0024045770236691,0.0006307454741046,0.0022330667384389,0.0072581937128858,2.87131709059543e-05,2.03911733570818e-05,3.20844499708189e-05,8.23081600921223e-06,1.73218538848052e-05,5.29543966431984e-06,0.0026190459064948,0.0009268982257221,0.0038567641768278,0.0069440897042954,0.0024390447659574,0.0057502815492995
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.85,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Dethiosulfatibacteraceae,UBA8670,,9.01686261511378e-07,2.58448300886056e-06,3.64931617957208e-06,1.04410283001131e-05,2.47736342775532e-06,1.22942010415305e-05,0.0174246577307379,0.0291453225848907,0.0075158826048267,0.0102870650039512,0.0035188990130634,0.0045739202511098,1.98993178114051e-05,2.46582799601075e-06,6.56482982111856e-06,1.92125148225643e-06,3.52687231159694e-06,3.89699609099594e-06,0.0048562807804913,0.0002625116367251,0.0020980305338668,0.0069029825867891,0.0012153453617125,0.0061315336617958
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.30,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,,,1.38258560098411e-06,3.57066731487314e-06,4.39001896849513e-06,9.63221624869588e-06,2.99588135449481e-06,1.33975267760268e-05,0.0106290622488207,0.0128529038573924,0.0043300593120376,0.0096986099050522,0.0105625237701602,0.0088256749592218,1.06493152853729e-05,2.79810269050865e-06,2.03186106083212e-05,5.02145273771568e-06,4.95547881756025e-06,3.74782877650806e-06,0.0048368541497246,0.0010269992873966,0.0057056510933617,0.0040869398866746,0.0049824591213203,0.0047028199809542
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.40,Bacteria,Firmicutes_F,Halanaerobiia,Halanaerobiales,,,,1.80337252302276e-07,1.00318748370245e-06,1.95111954155339e-06,4.85287230850327e-06,9.79422750507917e-07,6.21465107593849e-06,0.0247696818423949,0.0109352702199784,0.0053910884167485,0.0109080802535167,0.0082678187014221,0.0079031179842103,1.39931275934081e-06,2.15104144332852e-06,1.2112573331923e-05,3.73334094847557e-06,2.58934929205851e-06,1.93917508834248e-06,0.010309887269319,0.0012354671484027,0.0016020931168972,0.0068971357852972,0.0002762055312264,0.0020812068121606
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.58,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,,,,8.01498899121225e-08,1.70031776898721e-07,7.22636867241996e-08,4.96316486096925e-07,5.7613102971054e-07,5.17887589661541e-07,0.0002918424752655,0.0002513287687327,0.0001876715541526,0.000761037650399,0.0005567988395473,0.0012747992111601,1.81728929784521e-07,1.39905134525432e-07,2.56583137374704e-06,7.42301709053623e-07,5.80371393047597e-07,4.10210114841678e-07,0.0016217389055171,0.0001657801663029,0.0004953080015152,0.0011060968804749,7.83191487409675e-05,0.0003073690883412
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.16,Bacteria,Mcinerneyibacteriota,Mcinerneyibacteria,Mcinerneyibacteriales,Mcinerneyibacteriaceae,Mcinerneyibacterium,,8.01498899121225e-08,6.80127107594884e-08,2.52922903534699e-07,8.27194143494875e-07,9.60218382850899e-08,4.05303331039467e-07,0.0008033426169629,0.0011713492297041,0.0007579821596946,0.0009240618894541,0.0005028848345954,0.0006481098962382,1.63556036806069e-07,7.69478239889878e-07,4.76181318010712e-06,1.06978775716551e-06,7.14303252981658e-07,6.71252915195473e-07,0.0058263245389378,0.0006817185749406,0.000988203243789,0.0026534477665218,0.0001147748477382,0.0005879226219778
