bin,gtdb_d,gtdb_p,gtdb_c,gtdb_o,gtdb_f,unrestored total,restored total,natural total,unrestored,restored,natural,bin_all_R1_A_D1_MG_per,bin_all_R1_B_D1_MG_per,bin_all_R2_A_D1_MG_per,bin_all_R2_B_D1_MG_per,bin_all_R2_C_D1_MG_per,bin_all_R1_A_D2_MG_per,bin_all_R1_B_D2_MG_per,bin_all_R1_C_D2_MG_per,bin_all_R2_B_D2_MG_per,bin_all_R1_A_H2O_MG_per,bin_all_R1_B_H2O_MG_per,bin_all_R2_B_H2O_MG_per,bin_all_R2_C_H2O_MG_per,bin_all_R2_restored_C_black_MG_per,bin_all_R2_restored_D_shore_MG_per,bin_all_R2_restored_H2O_MG_per,bin_all_R2A_A_D1_MG_per,bin_all_R2A_B_D1_MG_per,bin_all_R2A_C_D1_MG_per,bin_all_R2A_A_D2_MG_per,bin_all_R2A_B_D2_MG_per,bin_all_R2A_C_D2_MG_per,bin_all_R2A_A_H2O_MG_per,bin_all_R2A_B_H2O_MG_per,bin_all_R2A_C_H2O_MG_per,bin_all_SF2_B_D1_MG_per,bin_all_SF2_C_D1_MG_per,bin_all_SF2_A_D2_MG_per,bin_all_SF2_B_D2_MG_per,bin_all_SF2_C_D2_MG_per,bin_all_SF2_A_H2O_MG_per,bin_all_SF2_B_H2O_MG_per,bin_all_SF2_C_H2O_MG_per
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.21.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalorhabdales,f__Thiohalorhabdaceae,0.01%,0.02%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.19.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SLND01,f__,0.00%,23.57%,0.01%,0.00%,14.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.03%,8.19%,0.47%,14.82%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.22.contigs,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__Puniceispirillaceae,0.00%,16.96%,1.74%,0.00%,6.14%,0.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.03%,0.01%,0.04%,0.03%,0.00%,0.53%,0.79%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,4.69%,6.13%,6.14%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.8.contigs,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae,0.00%,0.80%,0.00%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.01%,0.05%,0.27%,0.43%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.21.contigs,d__Bacteria,p__Marinisomatota,c__UBA2242,o__UBA2242,f__,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_concoct_out.55.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__BM003,f__BM003,0.01%,23.03%,0.56%,0.00%,6.44%,0.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.27%,0.10%,0.00%,0.01%,0.01%,0.00%,0.00%,0.01%,0.16%,5.05%,4.47%,6.44%,3.53%,0.31%,3.11%,0.08%,0.05%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.27.contigs,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.42.contigs,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Desulfuromonadales,f__Trichloromonadaceae,0.00%,2.59%,0.05%,0.00%,1.75%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.00%,0.00%,0.01%,0.00%,0.02%,0.02%,0.00%,0.00%,0.00%,0.00%,0.09%,0.02%,0.01%,0.72%,1.75%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.8.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA5335,f__UBA5335,0.00%,9.90%,0.07%,0.00%,8.42%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,0.00%,0.00%,0.00%,0.00%,0.01%,0.05%,0.01%,0.00%,0.00%,0.00%,0.02%,0.01%,1.31%,0.14%,8.42%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.54.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SLND01,f__,0.00%,0.03%,5.97%,0.00%,0.02%,5.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.03%,0.02%,0.02%,5.88%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.11.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA5335,f__UBA5335,0.00%,7.59%,2.28%,0.00%,5.72%,1.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.54%,0.00%,0.00%,0.00%,0.02%,0.11%,0.86%,1.29%,0.00%,0.00%,0.00%,0.02%,0.01%,1.74%,0.11%,5.72%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.11.contigs,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae,0.00%,0.10%,0.01%,0.00%,0.03%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.09%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,0.02%,0.03%,0.01%,0.01%,0.02%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.24.contigs,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__,0.00%,9.40%,0.01%,0.00%,4.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.17%,3.79%,0.47%,4.87%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.32.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__GCA-2748055,0.00%,1.86%,0.12%,0.00%,1.70%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.01%,0.10%,1.70%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.46.contigs,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales_C,f__PWMO01,0.00%,1.40%,0.04%,0.00%,1.06%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.02%,0.03%,0.11%,0.18%,1.06%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.16.contigs,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Trueperaceae,0.00%,6.90%,2.17%,0.00%,3.99%,1.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.36%,0.00%,0.00%,0.00%,1.44%,0.00%,0.16%,0.57%,0.00%,0.00%,0.00%,0.06%,0.01%,3.99%,0.58%,2.27%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.18.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalomonadales,f__UBA6429,0.00%,0.02%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.29.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,5.00%,0.35%,0.00%,1.89%,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.21%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,1.33%,1.89%,1.79%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.26.contigs,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae,0.00%,18.21%,0.00%,0.00%,17.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.45%,0.04%,17.68%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.14.contigs,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Desulfuromonadales,f__BM103,0.00%,69.77%,2.36%,0.00%,22.60%,1.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.58%,0.23%,0.00%,0.03%,0.17%,0.00%,0.01%,0.03%,1.30%,22.60%,13.26%,8.71%,17.57%,1.97%,4.86%,0.48%,0.31%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.15.contigs,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae,0.00%,2.93%,0.00%,0.00%,2.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,2.91%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.28.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,1.81%,0.40%,0.00%,0.88%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.16%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.31%,0.88%,0.62%
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.27.contigs,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,0.00%,0.06%,5.24%,0.00%,0.01%,2.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.08%,0.16%,0.38%,2.05%,2.55%,0.00%,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.23.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__XJ16,f__Halofilaceae,0.00%,0.01%,1.55%,0.00%,0.01%,1.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.90%,0.00%,0.00%,0.12%,1.38%,0.01%,0.02%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.40.contigs,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__,0.00%,11.01%,0.01%,0.00%,8.22%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.09%,0.09%,8.22%,0.54%,2.08%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.25.contigs,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,0.00%,0.96%,0.65%,0.00%,0.95%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.98%,0.00%,0.00%,0.01%,0.39%,0.00%,0.22%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.95%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.31.contigs,d__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfurivibrionaceae,0.00%,0.01%,5.66%,0.00%,0.00%,5.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.50%,0.01%,0.02%,5.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.33.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalobacterales,f__,0.00%,3.58%,0.07%,0.00%,3.27%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.01%,0.00%,0.00%,0.05%,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,3.27%,0.00%,0.30%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.3.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nevskiales,f__,0.00%,5.53%,0.01%,0.00%,4.30%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.04%,0.01%,0.86%,0.31%,4.30%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.7.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalomonadales,f__,0.00%,0.02%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.34.contigs,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,0.00%,0.04%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.01%
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.6.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Woeseiales,f__Woeseiaceae,0.00%,0.01%,12.76%,0.00%,0.00%,6.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.91%,6.45%,0.01%,0.33%,0.05%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.4.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prolixibacteraceae,0.00%,0.07%,2.80%,0.00%,0.02%,2.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.11%,0.01%,0.24%,2.42%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.01%,0.02%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.89.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__XJ16,f__Halofilaceae,0.00%,0.09%,0.01%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.06%,0.02%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.42.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,0.00%,4.46%,0.00%,0.00%,4.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.36%,0.04%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.8.contigs,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__BM002,f__BM002,0.00%,39.85%,0.69%,0.00%,11.02%,0.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.54%,0.06%,0.00%,0.02%,0.03%,0.00%,0.00%,0.00%,0.03%,8.03%,10.46%,11.02%,6.48%,0.86%,2.91%,0.06%,0.04%
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.18.contigs,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfatiglandales,f__Desulfatiglandaceae,0.00%,0.21%,1.56%,0.00%,0.06%,1.34%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.11%,0.00%,0.09%,1.34%,0.00%,0.00%,0.00%,0.02%,0.06%,0.04%,0.03%,0.03%,0.02%,0.00%,0.00%
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.16.contigs,d__Bacteria,p__Desulfobacterota_D,c__UBA1144,o__RKRQ01,f__,0.00%,0.00%,4.92%,0.00%,0.00%,3.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.00%,0.00%,0.08%,3.41%,0.02%,0.66%,0.74%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_concoct_out.23.contigs,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Desulfuromonadales,f__BM103,0.00%,40.69%,4.57%,0.00%,12.24%,2.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.66%,0.58%,0.00%,0.05%,0.15%,0.00%,0.01%,0.03%,1.11%,12.24%,8.90%,6.17%,9.20%,0.96%,3.04%,0.11%,0.06%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.68.contigs,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__KS3-K002,f__,0.00%,0.16%,0.03%,0.00%,0.15%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.50%,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.15.contigs,d__Bacteria,p__Marinisomatota,c__,o__,f__,0.00%,0.03%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.49.contigs,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Actinomarinales,f__Actinomarinaceae,0.00%,49.42%,5.97%,0.00%,18.12%,2.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.39%,2.85%,1.72%,0.00%,0.00%,0.00%,0.00%,0.00%,18.12%,15.14%,16.17%
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.23.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Litoricolaceae,0.00%,36.40%,4.27%,0.00%,13.50%,1.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.27%,1.90%,1.09%,0.00%,0.00%,0.00%,0.00%,0.00%,10.14%,13.50%,12.75%
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.4.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__GCA-001735895,f__GCA-001735895,0.00%,0.01%,25.66%,0.00%,0.01%,14.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.76%,14.14%,0.36%,1.87%,8.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.13.contigs,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__UBA11386,0.00%,1.64%,0.06%,0.00%,1.55%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.02%,0.01%,0.00%,0.00%,0.00%,0.02%,0.01%,0.03%,0.03%,1.55%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.80.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,1.72%,0.83%,0.00%,0.73%,0.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.41%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,0.62%,0.73%
